taxonomicName,popularityRating,commonNames
Malva rotundifolia,,"Common Mallow,Hai-Aoi,Mallow,Round,Malva"
Malva sp,,"Tung K'Uei Tzu,Tung K'Uei,K'Uei,Chin K'Uei,T'Ien K'Uei"
Malva sylvestris,,"Ebegumeci,Malva,High Mallow"
Malva sylvestrisvar.mauritiana,,Zeni-Aoi
Malva verticillata,,"Huyu-Aoi,K'Uei"
Malvastrum americanum,,nan
Malvastrum coromandelianum,,nan
Malvastrum peruvianum,,nan
Malvastrum spicatum,,nan
Malvaviscus arboreus,,nan
Malvaviscus candidus,,nan
Malvaviscus elegans,,Malvavisco
Malvaviscus grandiflorus,,nan
Malvaviscus populifolius,,nan
Malvaviscus sp,,nan
Malvaviscus speciosus,,Malvavisco
Mammea americana,,"Abricot,Abricotier Des Antilles,Z'Abricot,Mamey,Abricot Des Antilles,Mamma Apple"
Mammea longifolia,,nan
Mammea siamensis,,"Sa rapi,nan"
Mammillaria geminispina,,Metzollin
Mammillaria heyderi,,nan
Mammillaria magnimamma,,nan
Mammillaria microcarpa,,nan
Mammillaria sp,,nan
Mandragora autumnalis,,"Mandragora,Mandrake"
Mandragora officinalis,,"Addusselamotu,Adamotu"
Mandragora officinarum,,"European Mandrake,Mandrake,Pome Di Tchin"
Mandragora sp,,Mandrake
Mandragora sp?,,Lang Tu
Manettia reclinata,,nan
Manfreda brachystachya,,nan
Manfreda brunnea,,nan
Manfreda guttata,,nan
Manfreda maculata,,nan
Manfreda sp,,nan
Manfreda variegata,,nan
Manfreda virginica,,nan
Mangifera foetida,,Limus
Mangifera indica,,"Mango,Manga Agaci,Manguier,An Lo Kuo,Mangot,Anbah,Merpelam,Mangot Fil,Mangga,Mamuang,Pelem,Manga"
Mangifera odorata,,"Ambachang,Kuini"
Mangifera sp.,,Pauh
Manicaria saccifera,,nan
Manihot carthaginense,,Yuca Del Monte
Manihot carthaginensis,,Yuca Del Monte
Manihot escculenta,,nan
Manihot esculenta,,"Manioc Amer,Tapioca,Manihot,Cassava,Yuca,Manioc,Quauhayohuachtli,Mandioca"
Manihot glaziovii,,nan
Manihot palmata,,Ama-Kyassaba
Manihot sp,,Yamanquipahtli
Manilkara bahamensis,,nan
Manilkara elengi,,nan
Manilkara hexandra,,nan
Manilkara kauki,,"Khirni,Palai,Talawrintha"
Manilkara sulcata,,nan
Manilkara zapota,,"Chukka,Sapodilla Plum,Sapotillier,Sapotilla"
Mansonia altissima,,nan
Manulea crassifolia,,nan
Manulea paniculata,,nan
Mapania cuspidata,,Pompo onan
Mapania humilis,,Siak-siak rimba (Virg-for beso
Marah oregana,,nan
Maranta arundinacea,,"Arorot,Arrorou,Arrowroot,Sagu,Araru"
Marasmius oreades,,nan
Marasmius rotula,,nan
Marattia douglasii,,"Mulefoot Fern,Pala"
Marattia smithii,,nan
Marcgravia rectiflora,,"Bois De Couilles,Bejuco De Pega-Palma"
Marcgravia umbellata,,Bois Des Couilles
Mareya micrantha,,nan
Margyricarpus setosus,,nan
Mariscus congestus,,nan
Mariscus sieberianus,,Padang sila
Markhamia acuminata,,Mutsikinyati
Marlea platanifolia,,Ta K'Ung
Marrubium peregrinum,,Horehound
Marrubium plicatum,,nan
Marrubium vulgare,,"Itsinegiotu,Horehound,Marrubio,Qutainah,Hashishat Al Kalib,Hoarhound,Niga-Hakka"
Marsdenia clausa,,"Curamaguey,nan"
Marsdenia condurango,,Condurango
Marsdenia cundurango,,Kondurango
Marsdenia equatoriensis,,Condurango Blanco
Marsdenia lucida,,nan
Marsdenia reichenbachii,,Cundurango
Marsdenia tenacissima,,nan
Marsdenia tinctoria,,"Akar tarum (Climbing indigo),Aka sanum,Aka taman,Tarum hutan"
Marsdenia zimapanica,,Tequampatli
Marsilea macrocarpa,,nan
Marsilea quadrifolia,,"P'Iu,Ssu Yeh Ts'Ai,T'Ien Tzu Ts'Ao"
Martynia annua,,nan
Martynia fragrans,,nan
Martynia montevidensis,,nan
Mascagnia macroptera,,nan
Mascagnia septentrionalis,,nan
Massonia bowkeri,,nan
Matayba apetala,,Bois Graines Noires
Matayba purgans,,nan
Matelea viridiflora,,nan
Matricaria aurea,,Manzanilla Fina
Matricaria chamomilla,,"Papatya,Babunnej,Camomile,Manzanilla,Chamomile,Kami-Ture,Bayboon,Amerale,Manzanilla Dulce"
Matricaria discoidea,,"Kopf Kamille,Pineapple Weed"
Matricaria discoides,,nan
Matricaria indica,,"K'U I,Ch'Uan Lien Tzu,Yeh Chu Hua"
Matricaria inodora,,"Camomile,Common"
Matricaria matricarioides,,nan
Matricaria multiflora,,nan
Matthaea ellipsoidea,,nan
Matthaea sancta,,"Pisang-pisang,Cherum"
Matthiola incana,,nan
Maurandya geniculata,,nan
Mauria birringo,,nan
Mauritia flexuosa,,nan
Mauritia vinifera,,nan
Maytenus acuminata,,nan
Maytenus boaria,,nan
Maytenus buxifolia,,nan
Maytenus heterophylla,,nan
Maytenus ilicifolia,,"Congoasa,Cancerosa"
Maytenus ovatus,,nan
Maytenus phyllanthoides,,nan
Maytenus pseudocasearia,,nan
Maytenus senegalensis,,nan
Mazus japonicus,,nan
Meconopsis aculeata,,nan
Meconopsis paniculata,,nan
Medicago arborea,,nan
Medicago laciniata,,nan
Medicago lupulina,,nan
Medicago sativa,,"Jatt,Yonja,Alfalfa,Mu Su,Kaba Yonca,Mielga,Sai Pi Li Ka"
Medicago sp,,Maglisse
Medinilla crispata,,nan
Medinilla hasseltii,,Akar nebal
Medinilla heterophylla,,nan
Medinilla rubescens,,nan
Meibomia sp,,nan
Melaleuca alternifolia,,nan
Melaleuca bracteata,,Black Teatree
Melaleuca leucadendron,,"Kajeput,Kayu puteh (White wood),Cayeput,Gelam,Cajeput Tree,Cajeput"
Melaleuca linariifolia,,nan
Melaleuca uncinata,,nan
Melaleuca viridiflora,,Niaouli
Melampodium divaricatum,,nan
Melandrium album,,White Campion
Melanolepis moluccana,,"Jarak kayu,Teter"
Melanorrhoea inappandiculata,,nan
Melanorrhoea sp.,,Rengas
Melanorrhoea usitata,,nan
Melanorrhoea wallichii,,"Rengas ayer (Water rengas),Rengas paya (Marsh rengas)"
Melanthera nivea,,nan
Melanthium virginicum,,Bunchflower
Melasma arvensis,,nan
Melastoma affine,,D. Don.
Melastoma denticulatum,,nan
Melastoma dodecandrum,,nan
Melastoma malabathricum,,"Kodok,Sikadudok,Kedudok,Sedudok,Kluruk,Sendudok,Kendudok,Harendong"
Melastoma polyanthum,,nan
Melia azadirach,,nan
Melia azedarach,,"Fleurs Lilas,Sibahbah,K'U Lien,Tasbih Aghaji,Sen Shu,Pazienza,Alilaila,Gemeiner Zedarachbaum,Chin Ling Tzu,Arbol Enano,Chinaberry,Faux Sycomore,Lilas,Violeta,Lien,Paraiso,Sendan,Zanzalakht,Tak,Piment D'Eau,Lila,Lilayo,Amargoseira"
Melia azedarachvar.toosendan,,To-Sendan
Melia azederach,,"Mindi,Mindi kechil,Chinaberry,Gringging"
Melia dubia,,"Mindi gere,Malasuna"
Melia indica,,"Imba,Sadu,Mimba"
Melia toosendan,,nan
Melianthus comosus,,nan
Melianthus major,,nan
Melicocca bijuga,,nan
Melicope monophylla,,nan
Melicope ternata,,nan
Melicytus ramiflorus,,Hinahina
Melilotus alba,,Melilot
Melilotus albus,,nan
Melilotus altissima,,Melilot
Melilotus arvensis,,"Hsun Ts'Ao,Ling Ling Hsiang"
Melilotus indica,,"Steenklaver,Haisukka"
Melilotus neapolitana,,Melilot
Melilotus officinalis,,"Kokulu Yonca,Nifal,Yellow Sweetclover,Hindigug,Mirliro,Seiyo-Ebira-Hagi,Meliloto,Iklil El Malik"
Melinis minutiflora,,nan
Meliosma buchananiifolia,,nan
Meliosma philippensis,,nan
Meliosma sp.,,nan
Melissa melissophyllum,,nan
Melissa officalis,,Oil Of Balm
Melissa officinalis,,"Common Balm,Kovanutu,Hashishat Al Nahil,Ogulotu,Cytria,Seiyo-Yama-Hakka,Lemonbalm,Tronjan,Toronjil"
Melissa parviflora,,nan
Melittis melissophyllum,,"Bastard Balm,Toronjil Silvestre"
Melocanna bambusoides,,nan
Melochia corchorifolia,,"Lemak kepiting (Crab fat),Lemak ketam (Crab fat),Limah ketam,Pulit-pulit,Bayam rusa (Deer spinach),Bunga padang (Meadow flower)"
Melochia hermannioides,,nan
Melochia odorata,,nan
Melochia polystachya,,nan
Melochia sp,,nan
Melochia tomentosa,,nan
Melochia umbellata,,nan
Melochia villosa,,nan
Melodinus monogynus,,nan
Melolobium alpinum,,nan
Melolobium microphyllum,,nan
Melothria domingensis,,Mirliton Marron
Melothria fluminensis,,nan
Melothria heterophylla,,nan
Melothria indica,,Antimon tikus
Melothria maderaspatana,,nan
Melothria pendula,,nan
Melothria perpusilla,,nan
Melothria scabra,,nan
Melothria sp,,nan
Memecylon angustifolium,,nan
Memecylon dichotomum,,"Delek ayer,Nipis kulit,Delima burong (Bird pomegranat"
Memecylon edule,,nan
Memecylon malabaricum,,nan
Memecylon minutiflorum,,Bangas merah
Memecylon sp,,nan
Memecylon umbellatum,,nan
Memorialis hirta,,nan
Menabea venenata,,"Ksopo,Kissoumpo,nan"
Mendoncia sp,,nan
Menispermum canadense,,"Moonseed,Parille Jaune,Yellow Parilla,Vine Maple,Gele Parilla,Canadian Moonseed"
Menispermum dauricum,,Shan Dou Gen
Mentha aquatica,,"Su Nanesi,Horsemint,Bergamot Mint"
Mentha arvensis,,"Po Ho,Fan Ho,Betch Di Coq,Bo He,Hakka"
Mentha arvensisvar.piperascens,,nan
Mentha cardiaca,,Mint
Mentha cervinum,,Peny Royall
Mentha citrata,,nan
Mentha crispa,,"Mint,Roman"
Mentha crispata,,"Curly Mint,Krauseminze,Kruizemunt"
Mentha cunninghamia,,nan
Mentha gentilis,,"Mint,Roman"
Mentha haplocalyx,,Bo He
Mentha longifolia,,"Na'Na',Horsemint,Yabani Nane"
Mentha nemorosa,,Yerba Buena
Mentha piperita,,"Nane,Peppermint,Menthe,Menta,Mentha Montana"
Mentha pulegium,,"Yarpuz,European Pennyroyal,Poleo"
Mentha rotundifolia,,"Mente,Mentastro"
Mentha sativa,,"Na'Na,Hierba Buena"
Mentha silvestris,,"Mint,Horse,Mint,Field"
Mentha sp,,Chichiantic
Mentha spicata,,"Mint,Spearmint,Yerba Buena"
Mentha viridis,,"Adi Nane,Midori-Hakka"
Mentzelia aspera,,Colle-Colle
Mentzelia conzatii,,nan
Mentzelia conzattii,,nan
Mentzelia hispida,,nan
Mentzelia sp,,Zazalic De Chietla
Mentzelia strigosa,,nan
Menyanthes trifoliata,,"Mitu-Gasiwa,Menyanthe,Suyoncasi,Trebol De Agua,Tsui Ts'Ao,Shui Ts'Ai,Marsh Buckbean,Trefoil,Bean,Cho Ts'Ai,Trefle,Ming Ts'Ai"
Menziesia ferruginea,,Mock Azalea
Mercurialis annua,,"Yerfeslegeni,Annual Mercury,Mercurial,H'Alaboub,French Mercury,nan"
Mercurialis leiocarpa,,T'Ou Ku Ts'Ao
Mercurialis perennis,,"Mercurial Perenne,Perennial Mercury,Linozostis"
Mercurialis tomentosa,,Carra
Merendera persica,,nan
Meriandra bengalensis,,nan
Meriandra strobilifera,,nan
Merremia alata,,nan
Merremia discoidesperma,,nan
Merremia dissecta,,nan
Merremia distillatoria,,nan
Merremia emarginata,,nan
Merremia hastata,,Kangkong paya
Merremia hederacea,,"U;am pelandok,nan"
Merremia mammosa,,"Widara upas,nan"
Merremia peltata,,"Akar ulan,Aroi charayum,Kangkong bukit,Akar ulan gajah"
Merremia peltoidea,,nan
Merremia tridentata,,Akar keremak
Merremia tuberosa,,nan
Merremia umbellata,,"Akar bunga kuning,Ulan tapak pelandok,Ulan betina"
Merremia vitifolia,,Ulan raya
Meryta capitata,,nan
Meryta spathipedunculata,,nan
Mesembryanthemum aequaliterale,,Pig'S Face
Mesembryanthemum chilense,,Doca
Mesembryanthemum crystallinum,,Buzotu
Mesembryanthemum spp.,,nan
Mesembryanthemum stellatum,,Kieriemoor
Mesembryanthemum tortuosum,,nan
Mesona palustris,,nan
Mespilus germanica,,"Musluna Agaci,Mespilum"
Mesua ferrea,,"Penaga puteh,Kacara,Penaga"
Metalasia muricata,,nan
Metanarthecium luteo-viride,,Nogi-Ran
Metaplexis japonica,,Gaga-Imo
Metaplexis stauntonii,,"Lo Mo,Yang P'O Nai,Yang Chio Ts'Ai,P'O P'O Chen Hsien Pao,Chio P'Iao"
Metasequoia glyptostroboides,,nan
Metopium brownei,,Cochinilla
Metopium toxiferum,,"Poisonwood,Manzanillo,Bois Mulatre"
Metrosideros albiflora,,nan
Metrosideros excelsa,,nan
Metrosideros polymorpha,,nan
Metrosideros scandens,,Rata Vine
Metrosideros sp,,nan
Metrosideros tomentosa,,nan
Metroxylon sagu,,"Sago,So Mu,nan"
Metroxylon sagus,,"Rembia,Ambulung"
Meum athamanticum,,"Ayi Raziyanesi,Signel,Bearwort,Meo,Afrika Egreltisi"
Meyna laxiflora,,nan
Mezoneuron benthamianum,,nan
Mezoneuron cucullatum,,nan
Mezoneuron kauaiense,,nan
Mezoneurum latisiliquum,,Sapnit
Michelia alba,,"Chempaka puteh,Chempaka gading (Ivory chempak,Chempaka puteh (White chempaka"
Michelia champaca,,"Champaca,Chen Po,Kantil,Ampac,Champak,Chempaka,Chepaka,Petjari,Champaga,Pechari,Champac,Surabhi,Bongas Jampacca,Lochari,Schampakka"
Michelia champaka,,Chen P'O Ka
Michelia figo,,nan
Michelia fuscata,,Bananashrub
Michelia longifolia,,Tjempaka poetih
Michelia montana,,nan
Michelia nilagirica,,nan
Miconia minutiflora,,Tompillo
Miconia wildenowii,,nan
Miconia willdenowii,,nan
Microcycas sp,,nan
Microdesmis casearifolia,,nan
Microdesmis puberula,,"Esunsun,Ofeabiri"
Microglossa afzelii,,nan
Microglossa pyrifolia,,nan
Microglossa volubilis,,"Pokok ragin,Ragin"
Microlepia setosa,,nan
Microlonchus salmanticus,,Cabezuela
Micromelum hirsutum,,"Senagug,Daun cherek,Chemama,Chememar,Cherek-cherek,Secherek"
Micromelum inodorum,,nan
Micromelum minutum,,"Chemama,Cherek-cherek,Cherek puteh"
Micromeria biflora,,nan
Micromeria brownei,,nan
Micromeria capitellata,,nan
Microsechium helleri,,nan
Microtea debilis,,nan
Mikania amara,,Guaco
Mikania cordata,,nan
Mikania cordifolia,,"Matafinca,Cepu,Liane Francoise,Bejuco De Finca,Liane Francois,Vedolin"
Mikania glomerata,,Guaco
Mikania guaco,,"Huaco,Guaco Morado,Guaco"
Mikania micrantha,,"Liane Francois,Uahkoxiu"
Mikania orinocensis,,Guaco Rebalsero
Mikania scandens,,"Selepat tungau (Louse plaster),Akar ulam tikus,Cheroma"
Mikania sessilifolia,,nan
Mikania smilacina,,nan
Miliusa velutina,,nan
Milla bifloa,,nan
Milletta atropurpurea,,nan
Milletta auriculata,,nan
Milletta barteri,,nan
Milletta caffra,,nan
Milletta dielsiana,,nan
Milletta ichthyochtona,,nan
Milletta lasiopetala,,nan
Milletta pachycarpa,,nan
Milletta sericea,,nan
Millettia extensa,,nan
Millettia ferruginea,,nan
Millettia hemsleyana,,Jadar
Millettia pachycarpa,,nan
Millettia piscidia,,nan
Millettia racemosa,,nan
Millettia reticulata,,nan
Millettia sericea,,"Sekebah,Merambu,Jemerah,Lemak pahit (Bitter fat),Akar mambu,Mambu jantan"
Millettia zechiana,,nan
Millingtonia hortensis,,nan
Mimosa casta,,Preah Khlop
Mimosa himalayana,,nan
Mimosa invisa,,nan
Mimosa malacocentra,,nan
Mimosa nilotica,,Acacia
Mimosa palmeri,,nan
Mimosa pigra,,nan
Mimosa pudica,,"Honte,Quitem Tranquille,Memalu (Modesty),Mori Vivi,Adormidera,Feuilles Honte,Puteri malu (Modest princess)"
Mimosa purpurascens,,"Cuilon,Cuca"
Mimosa rubicaulis,,nan
Mimosa sensitiva,,Adormidera
Mimulus moschatus,,nan
Mimulus strictus,,nan
Mimusops dissecta,,nan
Mimusops djave,,"Moumgou,Djave Butter"
Mimusops elata,,Massaranduba
Mimusops elengi,,"Pokok tanjong,Elengi,Tanjung,Bunga tanjong (Headland flower,Brazilian Milktree,Kuhbaum Von Para,Pekola batu,Kekula,Mimuscope,Pomme D'Adami,Kun"
Mimusops kauki,,nan
Mimusops parvifolia,,nan
Miquelia caudata,,Pisang-pisang bulu
Mirabilis dichotoma,,"Maravilha,Maravilla"
Mirabilis jalapa,,"Heft Reng,Kederat,Gecesefase,Belle De Nuit,Kembang pukul empat (4:00 flbd,Bunga pukul empat (4:00 flower,Four O'Clock,Noche Buena,Lala A'Bbas,Ubat jerawat,Buenas Tardes,Dondiego De Noche,Gulabbas,Maravilla,Kembang pagi sore,Tzu Mo Li,Four-O'Clock,Geje Safa,Nodja,Jalap,Belle De Nuit Blanche,Segerat,Belle De Nuit Rose"
Misanteca anacardioides,,nan
Misanteca triandra,,Laurier Jaune
Miscanthus japonicus,,nan
Miscanthus sinensis,,nan
Mischocarpus guillauminii,,nan
Mischocarpus lessertianus,,Tasai
Mischosma riparium,,nan
Mitchella repens,,"Deerberry,Squawvine,Squawberry,Checkerberry,Partridge Berry,Deer Berry,Partridgeberry,Winter Clover"
Mitracarpus scabrum,,nan
Mitragyna ciliata,,nan
Mitragyna inermis,,nan
Mitragyna macrophylla,,nan
Mitragyna parvifolia,,nan
Mitragyna rotundifolia,,nan
Mitragyna speciosa,,"Biak,Ketum,Kutum,Bia"
Mitragyna stipulosa,,"Abura,African Linden"
Mitraria coccinea,,Pinchafoki
Mnesithea laevis,,nan
Modiola caroliniana,,Pile Pila
Moghania macrophylla,,nan
Moghania strobilifera,,nan
Moghania vestita,,nan
Mollinedia guatemalensis,,nan
Mollugo cerviana,,nan
Mollugo hirta,,nan
Mollugo nudicaulis,,nan
Mollugo oppositifolia,,nan
Mollugo pentaphylla,,"Tapak burung (Bird footprint),Bunga karang (Itch flower)"
Molopospermum pelopennesiacum,,nan
Momordica balsamina,,"Cundeamor Extranjero,Acayipelmasi,Balsamapple"
Momordica charantia,,"Periok,Ejinrin,Balsam Apple,Sorci,Kerela,Chin Li Chih,Assorossie,Gule Khandan,Pare,A'Jayib Al Maasi,Salsamino,Sorossie,Peria,Sorossi,Melao De Sao Caetano,Sorossies,Balsampear,K'U Kua,Peria laut,Lai P'U T'Ao"
Momordica cochinchinensis,,"Mu Pieh Tzu,Fan Muh Pu,Mu Hsieh,Turu-Reisi,Mu Pie Tzu,Teruah,Mu Bie Zi"
Momordica cymbalaria,,nan
Momordica dioica,,nan
Momordica schimperiana,,nan
Momordica tuberosa,,nan
Monarda austromontana,,nan
Monarda citriodora,,nan
Monarda didyma,,"Monarde Tee,Scarlet Monarda,Bee Balm,Beebalm,Oswego Tea,Monarde Ecarlate,The D'Oswego,Scharlakenrode Monarde,Pennsylvanische Thee"
Monarda fistulosa,,"Yaguruma-Kakko,Horsemint"
Monarda punctata,,"Spotted Beebalm,American Horsemint,Spotted Bee Balm,Monarda,Manarde Ponctuee,American Horesmint"
Monardella parviflora,,Western Balm
Moneses uniflora,,nan
Monochasma savatieri,,Lu Jung Chiu
Monochoria hastata,,"Bija-nija,Chacha layar"
Monochoria plantaginea,,nan
Monochoria vaginalis,,"Kelayar,Toempeng,Echeng padi,Ikau lada,Wewehan,Weweyan,Bengok,Fou Shih"
Monodora angolensis,,Angola Calabash
Monodora grandidiera,,nan
Monodora myristica,,"Calabash Nutmeg,Jamaica Nutmeg"
Monodora tenuifolia,,nan
Monolena cordifolia,,nan
Monostroma latissimum,,nan
Monostroma sp,,nan
Monotropa hypopitys,,"Monotropa,Fundao,Sucepin"
Monotropa uniflora,,Snowdrop
Monsonia biflora,,nan
Monsonia brevirostrata,,nan
Monsonia ovata,,Monsonia
Monstera deliciosa,,nan
Monstera pertusa,,Liane Couleuvre
Montanoa tomentosa,,"Hierba De La Perida,Cihoapactli,Zoapatle"
Montia siberica,,nan
Montrichardia arborescens,,"Arum Du Pays,Aninga,Aninga Uva"
Montrichardia linifera,,nan
Mora oleifera,,nan
Moraea natalensis,,nan
Moraea spathulata,,nan
Moraea trita,,nan
Morina persica,,nan
Morinda bracteata,,nan
Morinda citrifolia,,"Kemudu,Mengkudu besar,Bengkudu,Pache,Mengkudu,Kudu,Douleur,Mekudu,Fromagier,Pina De Puerco,Bois Douleur"
Morinda elliptica,,"Mengkudu,Mengkudu kechil,Mengkudu hutan"
Morinda longiflora,,nan
Morinda lucida,,Boonko
Morinda officinalis,,nan
Morinda royoc,,"Safran Du Pays,Safran,Safran De St Domingue,Estologe"
Morinda sp,,nan
Morinda speciosa,,nan
Morinda tinctoria,,nan
Morinda trifolia,,nan
Morinda umbellata,,nan
Morinda yucatanensis,,"Pinuela,nan"
Moringa aptera,,Ben
Moringa oleifera,,"Horseradish Tree,Kelor,Ben,Benz'Olive,Moroengei,Remunggai,Sajina,Olivier,Maroengga,Ubat bedat,Ban Sajna,Babano Del Arbol,Ben Ghianda,Merunggai,Ben Aile,Pois Coolie,Cigru,Ramunggai,Benboom,Sigru,Benzolivier,Graines Ben,Sahinjan,Moringa Tree,Palo De Aceite"
Moringa peregrina,,nan
Morisonia americana,,Mabouier D'Amerique
Morrenia brachystephana,,nan
Morrenia odorata,,nan
Morus alba,,"Lu Sang,Ma-Guwa,Shan Sang,Sang,Dut Agaci,Hsun,Besaran,Kitaoe,Chin Sang,Morera,Sang Shen Kao,Sang Shen Chiu,Tuth,Tu,Lampoeng,T'An,Tut,I Sang,Ching Sang,Sang Shen Tzu,Mures,Nu Sang,Mora,Sang Pi,Shen,Chi Sang,Pai Sang,Ti Sang,Tukki,Sang Ken Pai P'I"
Morus bombycis,,Yama-Guwa
Morus indica,,Hint Dutu
Morus laevigata,,nan
Morus nigra,,"Mures,Moral,Tu,Tut,Tuth,Mulberry,Qara Tut"
Morus rubra,,"Red Mulberry,Moral Colorado"
Morus tatarica,,San Ken
Moschosma polystachyum,,"Sanget,Sangketan,nan"
Mosla chinensis,,Hosoba-Yama-Ziso
Mosla grosseserrata,,"Chi Ning,Ch'Ing Pai Su,Ch'Ou Su"
Mosla punctata,,Shih Chi Ning
Mouriri domingensis,,Cormier
Mucuna altissima,,Ojo De Zamuro
Mucuna biplicata,,Kachang paleh
Mucuna bracteata,,nan
Mucuna capitata,,"Li Tou,Hu Tou"
Mucuna flagellipes,,Ojo De Zamuro
Mucuna gigantea,,Kachang rimau (Tiger bean)
Mucuna huberi,,nan
Mucuna monosperma,,Peddadulagondi
Mucuna nigricans,,nan
Mucuna poggei,,Abagbadi
Mucuna pruriens,,"Juckbohne,Kekara gatel,Fogarate,Pois A Gratter,T'Ao Hung King,Swagupta,Rarawejah,Jeukerwt,Pois Gratte,Pien Tou,Fagiolo Di Rio Negro"
Mucuna prurita,,nan
Mucuna sloanei,,nan
Mucuna sp,,nan
Mucuna urens,,"Ojo De Zamuro,Yeux Bourrique"
Muhlenbergia richardsonis,,nan
Mukia scabrella,,nan
Mulgedium sibiriacum,,Chu Sheng Chiu
Mundulea sericea,,Supti
Mundulea suberosa,,nan
Muntingia calabura,,nan
Muraltia alticola,,nan
Murraya exotica,,"Ekangi,Kemuning,Kamini,Buis De Chine,Azahar De La India,Chinese Box Tree"
Murraya koenigii,,nan
Murraya paniculata,,"Kemuning,Kemuning lada,Cosmetic Barktree"
Murraya sp,,nan
Musa basjoo,,nan
Musa errans,,"Botoan,Teodoro"
Musa paradisiaca,,"Kan Chiao,Bananier,Figue,Banana,Shui Chiao,Moz,Chiao Yu,Banane Grosse Botte,Niu Ju Chiao,Tan P'Ing Chiao,Mei Jen Chiao,Ya Chiao,Pan Chiao,Chi Tzu Chiao,Bananeira De S Tome,Platano,Fo Shou Chiao,Horse Banana,Cambur,Banane Corne,Plantain,Rulo"
Musa rosacea,,nan
Musa sapientium,,nan
Musa sapientum,,"Pisang embung,Pisang swanggi,Pisang kelat,Pisang,Pisang batoe,Pisang kepok,Pisang batu,Banana,Platano"
Musa sp,,Muz
Muscari moschatum,,nan
Muscari sp,,Bolbous
Musineon sp,,nan
Mussaenda cambodiana,,"Burom Bac,nan"
Mussaenda erythrophila,,Ashanti Blood
Mussaenda frondosa,,nan
Mussaenda glabra,,"Balec adap,Adap-adap,Walik-adep"
Mussaenda hainanensis,,nan
Mussaenda hainensis,,nan
Mussaenda kajewski,,nan
Mussaenda mutabilis,,"Balek-adap,Akar sepuchat (Anemia vine)"
Mussaenda philippica,,nan
Mussaenda raiatensis,,nan
Mussaenda sp,,nan
Mussaenda theifera,,nan
Mussaenda variabilis,,nan
Mussaenda villosa,,"Balek adap,nan"
Mutisia retrorsa,,"Flor De Estrella Virreina,Flor De Granada"
Mycetia javanica,,nan
Myoporum laetum,,nan
Myosotis arvensis,,Mousear
Myosotis palustris,,"Unutmabeni,Forget Me Not"
Myosotis scorpioides,,Forget Me Not
Myosotis sylvatica,,nan
Myosurus minimum,,nan
Myrcia citrifolia,,"Malaguette,Myrte A Feuilles De Citron,Poivrier De Jamique,Malagueta"
Myrcia splendens,,nan
Myrcianthes fragrans,,nan
Myrciaria elegans,,nan
Myrianthus arborea,,nan
Myrianthus arboreus,,Anyankome
Myrica aethiopica,,nan
Myrica caroliniensis,,Myrtle
Myrica cerifera,,"Mirika,Wax Myrtle,Mum Ag,Bayberry"
Myrica esculenta,,nan
Myrica gale,,"Mirto De Brabante,Sweet Gale,Oleum Mirtinum,Bog Myrtle,Gagel,Myrte Batard"
Myrica mexicana,,"Arbol De Cera,nan"
Myrica nagi,,Katphala
Myrica rubra,,"Chiu Tzu,Yang Mei"
Myricaria germanica,,Tamariske
Myriocarpa longipes,,nan
Myriophyllum braziliense,,nan
Myriophyllum sp?,,"Sai Tsao,Chu Tsao,Shui Tsao,Shui Yun"
Myriophyllum spicatum,,"Millefolium,nan"
Myristica argentea,,Pala laki-laki
Myristica bicuhyba,,Bicuiba
Myristica fatua,,"Palala,Pala laki-laki,Pala foeker,Mountain Nutmeg"
Myristica fragrans,,"Kucuk Hindistancevizi Ag,Jou Kuo,Nutmeg,Jou Tou K'Ou,Mace,Buah pala,Noix De Muscade,Nuez Moscada,Muscade,Notenmuskaatboom,Jou Kou Hua,Jou Tou Hua,Kembang pala diluar,Nux Moschata"
Myristica gragrans,,nan
Myristica iners,,Ki laka
Myristica komba,,nan
Myristica malabarica,,nan
Myristica simianrum,,Tanghas
Myristica so,,nan
Myristica sp,,nan
Myrmecodia tuberosa,,Periok hantu
Myrospermum frutescens,,nan
Myrospermum peruiferum,,Balsam Of Peru
Myroxylon balsamum,,"Balsam Of Tolu,Tolubalsam,Balsamo De Peru,Tolu Balsemboom,Tolu Balsambaum,Tolu Balsam,Balsamo De Tolu,Baume De Tolu,Balsamo Peruano,Pau De Balsamo"
Myroxylon flexuosum,,nan
Myroxylon pereira,,Balsam Of Peru
Myroxylon pereirae,,Hoitziloxitl
Myroxylon perierae,,nan
Myroxylon peruiferum,,Peru Balsam
Myrrhis odorata,,"Myrrh,Cerfeuil Musque,Finocchiella,Roomse Kervel,Holy Grass,Spansk Korvel,Spanische Sussdolde,Perifolio,Sweet Cicely"
Myrsine africana,,nan
Myrsine australis,,nan
Myrsine melanophloea,,Cape Beech
Myrtus bullata,,nan
Myrtus communis,,"Mersin,Murtek,Yas,Myrtle,Lampsana,Arrayan,Murt,As,Ass"
Myrtus ehrenbergii,,nan
Myrtus obcordata,,nan
Myxopyrum nervosum,,"Chiput-chiput,Akar kelawi,Tenak,Legop"
Myxopyrum serratulum,,nan
Nama hispidum,,nan
Nandina domestica,,"Nan T'Ien Chu,Nan Chu"
Nandina domesticavar.leucocarpa,,Siro-Nanten
Nannorrhops ritchieana,,nan
Napoleona heudelotii,,nan
