,TAXON,ACTIVITY,CNAME,FAMILY,GENUS,SPECIES
7315,Lygodium scandens,"Dermatosis,Hematemesis,Hemoptysis,Measles,Smallpox,Sprue,Thrush,Dysentery,Wound","Ribu-ribu,Paku kawat,Riboe-riboe,Paku hata bejas,Selada,Pakoe kawat",Schizaeaceae,Lygodium,scandens
7316,Lygodium volubile,"Depurative,Venereal",nan,Schizaeaceae,Lygodium,volubile
7317,Lyonia ovalifolia,"Boil,Dermatosis,Insecticide,Skin,Pimple,Poison",nan,Ericaceae,Lyonia,ovalifolia
7318,Lysichiton americanum,"Depurative,Poultice,Boil","Western Skunkcabbage,nan",Araceae,Lysichiton,americanum
7319,Lysiloma acapulcense,Dysentery,nan,Fabaceae,Lysiloma,acapulcense
7320,Lysiloma acapulcensis,"Astringent,Gum",nan,Fabaceae,Lysiloma,acapulcensis
7321,Lysiloma ambigua,"Poison,Homicide","Taquito,Tchia-Tchia Marron",Fabaceae,Lysiloma,ambigua
7322,Lysiloma latisiliqua,"Depurative,Diarrhea,Fever,Vulnerary,Tonic","Tabernan,Caracoli,Tabernon,Caracolillo,Tavernon",Fabaceae,Lysiloma,latisiliqua
7323,Lysiloma latisoliqua,Hemostat,Taverneau,Fabaceae,Lysiloma,latisoliqua
7324,Lysiloma watsoni,Dentifrice,nan,Fabaceae,Lysiloma,watsoni
7325,Lysimachia christinae,"Abscess,Alexiteric,Bite(Bug),Bite(Snake),Bladder,Burn,Detoxicant,Diuretic,Gall,Infection,Inflammation,Urogenital,Wound,Refrigerant,Stone",nan,Primulaceae,Lysimachia,christinae
7326,Lysimachia clethroides,Spice,nan,Primulaceae,Lysimachia,clethroides
7327,Lysimachia foenum-graecum,Halitosis,nan,Primulaceae,Lysimachia,foenum-graecum
7328,Lysimachia fortunei,Spice,nan,Primulaceae,Lysimachia,fortunei
7329,Lysimachia japonica,Eye,nan,Primulaceae,Lysimachia,japonica
7330,Lysimachia nemorum,"Astringent,Vulnerary,Wound",Wood Pimpernel,Primulaceae,Lysimachia,nemorum
7331,Lysimachia nummularia,"Antacid,Expectorant,Fever,Scurvy,Vulnerary,Astringent,Tea","nan,Monnoyere,Pfennigkraut,Herba De La Moneda,Penningkruid,Moneywort,Centimorbia",Primulaceae,Lysimachia,nummularia
7332,Lysimachia numularia,Wound,Moneywort,Primulaceae,Lysimachia,numularia
7333,Lysimachia paridiformis,"Ache(Stomach),Arthritis,Bite(Snake),Carminative,Enteritis,Expectorant,Swelling,Tuberculosis,Anodyne,Abscess,Cough,Trauma",nan,Primulaceae,Lysimachia,paridiformis
7334,Lysimachia quadrifolia,"Astringent,Stomachic",Fourleaf Loosestrife,Primulaceae,Lysimachia,quadrifolia
7335,Lysimachia sikokiana,Halitosis,P'Ai Ts'Ao,Primulaceae,Lysimachia,sikokiana
7336,Lysimachia vulgaris,"Astringent,Expectorant,Fever,Hemostat,Scurvy,Vulnerary,Wound,Sore(Throat),Gargle,Epistaxis","Wederik,Loosestrife,Grande Lysimaque,Lisimaquia,Yellow Loosestrife,Mazza D'Oro,Lisimaquia Amarilla,Gold Felberlich",Primulaceae,Lysimachia,vulgaris
7337,Lythrum alatum,Cancer,Yerba De Cancer,Lythraceae,Lythrum,alatum
7338,Lythrum album,Cancer,Hierba De Cancer,Lythraceae,Lythrum,album
7339,Lythrum anceps,Antidiarrheic,Miso-Hagi,Lythraceae,Lythrum,anceps
7340,Lythrum salicaria,"Astringent,Diarrhea,Eye,Piles,Tonic,Wound,Dysentery,Antidiarrheic","Kirmizi Hevhulma,nan,Farandal,Ezo-Miso-Hagi,Salicaria",Lythraceae,Lythrum,salicaria
7341,Maba buxifolia,"Diarrhea,Flatulence","Secheret laut,Kayu arang (Ebony)",Ebenaceae,Maba,buxifolia
7342,Maba ebenos,"Antidote,Cholera","Wu Wen Mu,Wu Mu",Ebenaceae,Maba,ebenos
7343,Macadamia ternifolia,Cyanogenetic,nan,Proteaceae,Macadamia,ternifolia
7344,Macaranga denticulata,"Parturition,Wound","Balek angin,nan,Mesepat",Euphorbiaceae,Macaranga,denticulata
7345,Macaranga gigantea,"Bite(Centipede),Diarrhea,Dysentery,Antidote","Muell.-Arg.,Mengkubong,Kubang,nan",Euphorbiaceae,Macaranga,gigantea
7346,Macaranga grandifolia,"Gargle,Stomatitis,Astringent",nan,Euphorbiaceae,Macaranga,grandifolia
7347,Macaranga griffithiana,"Fever,Delirium","Mahang tutup,Mahang bulan",Euphorbiaceae,Macaranga,griffithiana
7348,Macaranga harveyana,"Laxative,Piles,Shortwindedness,Stomach",nan,Euphorbiaceae,Macaranga,harveyana
7349,Macaranga henricorum,Masticatory,Man Lau,Euphorbiaceae,Macaranga,henricorum
7350,Macaranga hullettii,Ache(Stomach),Mahang bulan,Euphorbiaceae,Macaranga,hullettii
7351,Macaranga hypoleuca,"Antispasmodic,Expectorant,Fever,Spasm","Mahang puteh,Balek angin,nan,Mahang bulan",Euphorbiaceae,Macaranga,hypoleuca
7352,Macaranga incisa,Parturition,Mahang,Euphorbiaceae,Macaranga,incisa
7353,Macaranga involucrata,Tonsillitis,nan,Euphorbiaceae,Macaranga,involucrata
7354,Macaranga major,"Sore,Antiseptic,Deodorant","Chiang Chen Hsiang,Chi Ku Hsiang,Tzu T'Eng Hsiang",Euphorbiaceae,Macaranga,major
7355,Macaranga peltata,"Venereal,Sore",nan,Euphorbiaceae,Macaranga,peltata
7356,Macaranga populifolia,"Dropsy,Fever,Malaria","Ludai api,Memaya,Maya-maya,nan",Euphorbiaceae,Macaranga,populifolia
7357,Macaranga tanaria,"Dysentery,Fever,Hemoptysis,Wound","Mahang puteh,nan,Mampu nangkat-nangkat",Euphorbiaceae,Macaranga,tanaria
7358,Macaranga tanarius,Intoxicant,nan,Euphorbiaceae,Macaranga,tanarius
7359,Macaranga triloba,"Boil,Ache(Stomach),Abdomen","Sape,Mahang damar,Kajoo Sepat",Euphorbiaceae,Macaranga,triloba
7360,Macaranga vitiensis,Diarrhea,nan,Euphorbiaceae,Macaranga,vitiensis
7361,Machaeranthera woody,Poison,Aster,Asteraceae,Machaeranthera,woody
7362,Machaerium angustifolium,"Bite(Snake),Soap",nan,Fabaceae,Machaerium,angustifolium
7363,Machaerium macrocarpum,Diuretic,nan,Fabaceae,Machaerium,macrocarpum
7364,Machaerocereus gummosus,Piscicide,"nan,Pitahaya",Cactaceae,Machaerocereus,gummosus
7365,Machilus macrantha,"Asthma,Sore,Tuberculosis,Rheumatism",nan,Lauraceae,Machilus,macrantha
7366,Machilus pauhoi,Hair-Oil,Pau Hoi,Lauraceae,Machilus,pauhoi
7367,Macleania ecuadorensis,Lung,nan,Ericaceae,Macleania,ecuadorensis
7368,Macleaya cordata,"Abscess,Analgesic,Carminative,Circulation,Edema,Hookworms,Laxative,Osteomyelitis,Poison,Sore,Arthralgia,Syphilis,Alexiteric,Caries,Insecticide,Skin","nan,Takeni-Gusa",Papaveraceae,Macleaya,cordata
7369,Maclura pomifera,"Cardiac,Poison,Stimulant,Tenderizer,Wart,Collyrium","nan,Osage Orange,Orange,Osage",Moraceae,Maclura,pomifera
7370,Macodes petola,Eye drop,nan,Orchidaceae,Macodes,petola
7371,Macoubea guianensis,Lung,nan,Apocynaceae,Macoubea,guianensis
7372,Macroclinidium verticillatum,"Antidote,Malaria",Kuei Tu Yu,Asteraceae,Macroclinidium,verticillatum
7373,Macrolenes nemorosa,"Parturition,Scald","Akar sendudok,Kedudok rimba",Melastomataceae,Macrolenes,nemorosa
7374,Macroptilium lathyroides,"Colic,Diarrhea,Dentition","Ajai,Pois Marron",Fabaceae,Macroptilium,lathyroides
7375,Macrosiphonia hypoleuca,"Cough,Inflammation,Insecticide,Ophthalmia,Stomach,Ache(Tooth),Eye","nan,Hierba Cucaracha",Apocynaceae,Macrosiphonia,hypoleuca
7376,Macrosolen cochinchinensis,"Itch,Tea,Ache(Head)",nan,Loranthaceae,Macrosolen,cochinchinensis
7377,Macrosolen tricolor,Ache(Stomach),nan,Loranthaceae,Macrosolen,tricolor
7378,Macrotomia benthamii,"Cardiac,Throat,Tongue,Expectorant,Fever",nan,nan,Macrotomia,benthamii
7379,Macrotomia euchroma,"Eczema,Eruption,Burn",nan,nan,Macrotomia,euchroma
7380,Macrotomia perennis,"Ache(Ear),Ache(Tooth)",nan,nan,Macrotomia,perennis
7381,Macrozamia sp,Poison,nan,Zamiaceae,Macrozamia,sp
7382,Madhuca butyracea,"Aphrodisiac,Blood,Bronchitis,Carminative,Diabetes,Ear,Emollient,Expectorant,Eye,Gingivitis,Itch,Lactogogue,Leprosy,Piles,Refrigerant,Rheumatism,Stimulant,Tonic,Bilious,Orchitis,Sore,Astringent,Tuberculosis,Demulcent,Heart,Laxative,Tonsillitis",nan,Sapotaceae,Madhuca,butyracea
7383,Madhuca indica,"Anodyne,Breast,Bronchitis,Cachexia,Tuberculosis,Cough,Dubdubia,Fever,Gingivitis,Intestine,Laxative,Phthisis,Pimple,Suppuration,Tumor(Abdomen),Bite(Snake),Antidote,Smallpox,Cholera,Dysuria,Fistula,Sting(Bee),Wound,Blister","nan,Madhuka",Sapotaceae,Madhuca,indica
7384,Madhuca latifolia,"Bilious,Carminative,Expectorant,Gingivitis,Intoxicant,Itch,Leprosy,Refrigerant,Rheumatism,Tonsillitis,Heart,Diabetes,Ear,Lactogogue,Orchitis,Sore",nan,Sapotaceae,Madhuca,latifolia
7385,Madhuca longifolia,"Ache(Stomach)(Veterinary),Astringent,Bactericide,Bilious,Bite(Snake),Blood,Bronchitis,Carminative,Tuberculosis,Demulcent,Diabetes,Ear,Emetic,Emollient,Eye,Gingivitis,Heart,Itch,Lactogogue,Laxative,Orchitis,Piles,Piscicide,Rheumatism,Skin,Soap,Sore,Stimulant,Tonsillitis,Vinegar,Ache(Head),Cold,Cough,Expectorant,Insecticide,Leprosy,Refrigerant,Tonic","nan,Mowra Butter",Sapotaceae,Madhuca,longifolia
7386,Madhuca sp,"Burn,Chest,Eruption,Pinworms,Skin",nan,Sapotaceae,Madhuca,sp
7387,Madia sativa,"Rheumatism,Tonic",nan,Asteraceae,Madia,sativa
7388,Maerua angolensis,"Cold,Purgative,Ache(Tooth),Poison",nan,Capparaceae,Maerua,angolensis
7389,Maerua arenaria,"Alterative,Stimulant,Tonic",nan,Capparaceae,Maerua,arenaria
7390,Maerua glauca,Fatality,nan,Capparaceae,Maerua,glauca
7391,Maesa acuminatissima,Sore,nan,Myrsinaceae,Maesa,acuminatissima
7392,Maesa balansae,Itch,Don Rang Cua,Myrsinaceae,Maesa,balansae
7393,Maesa chisia,Insecticide,nan,Myrsinaceae,Maesa,chisia
7394,Maesa doraena,"Ache(Head),Expectorant,Fever,Nausea,Malaria",Tu Ken Shan,Myrsinaceae,Maesa,doraena
7395,Maesa indica,Piscicide,"nan,Bunga kasi hutan",Myrsinaceae,Maesa,indica
7396,Maesa japonica,"Cough,Blennorrhagia",nan,Myrsinaceae,Maesa,japonica
7397,Maesa lanceolata,Tapeworm,nan,Myrsinaceae,Maesa,lanceolata
7398,Maesa ramentacea,"Angina?,Dermatosis,Itch,Skin","Gembir-gambir,Kecham,nan",Myrsinaceae,Maesa,ramentacea
7399,Maesa tetrandra,"Fever,Measles",nan,Myrsinaceae,Maesa,tetrandra
7400,Magnolia conspicua,"Ache(Head),Expectorant,Rhinitis,Swelling,Ache(Tooth),Hair-Tonic,Vertigo,Seasickness","Mu Pi,P'Ao,Hou T'Ao,Hsin I,Ying Ch'Un",Magnoliaceae,Magnolia,conspicua
7401,Magnolia denudata,"Anodyne,Sedative,Medicine","Haku-Mokuren,nan",Magnoliaceae,Magnolia,denudata
7402,Magnolia grandiflora,"Diaphoretic,Hypotensive,Stimulant,Tonic","Magnolia,Taisan-Boku,nan",Magnoliaceae,Magnolia,grandiflora
7403,Magnolia hypoleuca,"Carcinoma,Deobstruent,Eye,Halitosis,Polyuria,Sore,Tonic,Laxative","nan,Hou P'O,Chu Che,Fou Lan Lo Le",Magnoliaceae,Magnolia,hypoleuca
7404,Magnolia kobus,"Anodyne,Sedative,Cold","Kobusi,Kobus Magnolia",Magnoliaceae,Magnolia,kobus
7405,Magnolia liliflora,"Ache(Head),Anodyne,Coryza,Rhinitis,Sedative,Sinusitis,Tonic,Tumor(Nose),Vertigo,Analgesic","nan,Mokuren(Si-Mokuren),Xin Yi",Magnoliaceae,Magnolia,liliflora
7406,Magnolia obovata,"Anodyne,Dropsy,Fish-Bones,Stomachic,Deobstruent,Diuretic,Fever,Sudamina,Alcoholism,Tonic","nan,Mu Lan",Magnoliaceae,Magnolia,obovata
7407,Magnolia officinalis,"Abdomen,Antiseptic,Bactericide,Cold,Congestion,Cough,Diarrhea,Dyspepsia,Expectorant,Female,Fever,Flatulence,Gas,Gastritis,Laxative,Liver,Malaria,Nausea,Nyctalopia,Pectoral,Spasm,Stomachic,Tonic,Tympanitis,Typhoid,Anorexia,Aphrodisiac,Dysentery,Leukemia,Cataract,Constipation,Internulcer,Respiratory,Asthma,Enteritis,Asthenopia","nan,Magnolia,Chinese Magnolia,Magnolier Officinal,Choon Pok,Ch'Uan Pu",Magnoliaceae,Magnolia,officinalis
7408,Magnolia salicifolia,"Anodyne,Sedative",Tamusi-Ba,Magnoliaceae,Magnolia,salicifolia
7409,Magnolia schiedeana,"Antidote(Scorpion),Scorpion",nan,Magnoliaceae,Magnolia,schiedeana
7410,Magnolia schiedianus,Scorpion,nan,Magnoliaceae,Magnolia,schiedianus
7411,Magnolia stellata,"Ache(Head),Syphilis,Anodyne,Sedative,Ornament",Side-Kobusi,Magnoliaceae,Magnolia,stellata
7412,Magnolia virginiana,"Alterative,Cardiotonic,Lung,Malaria,Rheumatism,Sudorific,Fever,Gout,Tonic,Chest,Cold,Dysentery,Laxative","Manolya,nan,Magnolya",Magnoliaceae,Magnolia,virginiana
7413,Magonia pubescens,Piscicide,nan,Sapindaceae,Magonia,pubescens
7414,Mahonia aquifolia,"Antiseptic,Diuretic,Laxative,Purgative,Tonic,Alterative,Malaria,Cholagogue,Expectorant","Mahonia,Mountain Grape,Holly-Leaved Barberry,Agrecillo,Berberi,Epine Vinette,Oregon Grape",Berberidaceae,Mahonia,aquifolia
7415,Mahonia aquifolium,"Tonic,Bactericide,Poison,Alterative","Oregongrape,nan,Oregon Grape",Berberidaceae,Mahonia,aquifolium
7416,Mahonia bealei,"Anodyne,Arthritis,Cough,Dysentery,Enteritis,Malaria,Rheumatism,Tuberculosis,Weak-Knee,Ache(Back)",nan,Berberidaceae,Mahonia,bealei
7417,Mahonia fortunei,Hepatoma,Shi Da Gong Lao,Berberidaceae,Mahonia,fortunei
7418,Mahonia ganpinensis,"Ache(Tooth),Antiseptic",nan,Berberidaceae,Mahonia,ganpinensis
7419,Mahonia healei,Hepatoma,Shi Da Gong Lao,Berberidaceae,Mahonia,healei
7420,Mahonia japonica,"Ache(Back),Fever,Hepatoma,Knee,Phlegm,Sedative,Tinnitus,Vertigo,Dysentery,Cough,Enteritis,Tonic,Alexiteric","nan,Shi Da Gong Lao",Berberidaceae,Mahonia,japonica
7421,Mahonia napaulensis,"Diuretic,Dysentery",nan,Berberidaceae,Mahonia,napaulensis
7422,Mahonia repens,"Fever,Kidney,Tonic,Intoxicant",Oregongrape,Berberidaceae,Mahonia,repens
7423,Malabaila sekakul,Aphrodisiac,Sekakul,Apiaceae,Malabaila,sekakul
7424,Malachra alceifolia,"Chest,Cough,Demulcent,Depurative,Emollient,Lash,Sore(Throat),Tumor,Venereal,Sore,Fever","nan,Malva",Malvaceae,Malachra,alceifolia
7425,Malachra capitata,"Lumbago,Rheumatism,Fever,Pectoral,Vermifuge",nan,Malvaceae,Malachra,capitata
7426,Malachra sp,"Ache(Stomach),Bile,Bronchitis,Cold,Fever,Pregnancy,Venereal",nan,Malvaceae,Malachra,sp
7427,Malaisia tortuosa,Parturition,nan,nan,Malaisia,tortuosa
7428,Mallotus anamiticus,Tea,Bach Dang Nam,Euphorbiaceae,Mallotus,anamiticus
7429,Mallotus apelta,"Abscess,Alexiteric,Anus,Boil,Hepatomegaly,Hernia,Itch,Leucorrhea,Otitis,Piscicide,Prolapse,Rash,Splenomegaly,Hepatitis,Tonsillitis,Uteritis",nan,Euphorbiaceae,Mallotus,apelta
7430,Mallotus auriculatus,Sore,nan,Euphorbiaceae,Mallotus,auriculatus
7431,Mallotus barbatus,"Colic,Candlenut","Balek angin,nan",Euphorbiaceae,Mallotus,barbatus
7432,Mallotus floribundus,"Cholera,Fever,Parturition,Ache(Stomach),Yaws","Tapen,Mahang,Maya-maya,Memaya,Nakau",Euphorbiaceae,Mallotus,floribundus
7433,Mallotus furetianus,Tea,nan,Euphorbiaceae,Mallotus,furetianus
7434,Mallotus japonicus,"Cancer(Stomach),Hyperacidity,Stomachic,Gastric-Ulcer",Akame-Gasiwa,Euphorbiaceae,Mallotus,japonicus
7435,Mallotus lancifolius,Poison,nan,Euphorbiaceae,Mallotus,lancifolius
7436,Mallotus lianus,Wound,nan,Euphorbiaceae,Mallotus,lianus
7437,Mallotus macrostachyus,"Boil,Circumscission,Wound,Fever","Mesepat,Balek angin,Duloh merah,Nang kerbau",Euphorbiaceae,Mallotus,macrostachyus
7438,Mallotus miquelianus,Earache,Kayu kering,Euphorbiaceae,Mallotus,miquelianus
7439,Mallotus montanus,Eczema,Ramin bukit,Euphorbiaceae,Mallotus,montanus
7440,Mallotus muticum,Poison,nan,Euphorbiaceae,Mallotus,muticum
7441,Mallotus oppositifolius,"Chewstick,Dysentery,Fatigue,Hemostat,Piles,Pregnancy,Vermifuge,Tapeworm,Ache(Head),Anemia,Aphrodisiac,Lumbago,Sore,Syphilis,Urogenital,Wound",nan,Euphorbiaceae,Mallotus,oppositifolius
7442,Mallotus paniculatus,"Fever,Ache(Head),Malaria,Parturition,Wound","Balek angin,Balek angin bukit,Balik angin,Mesepat hitam,Balek angin gajah",Euphorbiaceae,Mallotus,paniculatus
7443,Mallotus philippensis,"Antifertility,Antioxidant,Hair-Oil,Herpes,Lithontriptic,Poison,Scabies,Styptic,Taenifuge,Tumor(Abdomen),Sore,Vermifuge,Bactericide,Cyanogenetic,Parasiticide,Piscicide,Ringworm,Skin","nan,Kampillaka,Kamala",Euphorbiaceae,Mallotus,philippensis
7444,Mallotus philippinensis,"Aphrodisiac,Bactericide,Cold,Litholytic,Piscicide,Taenifuge,Vermifuge,Laxative,Enuresis","Kamala,nan,Tuba,Kusu-No-Ha-Gasiwa,Kapasam",Euphorbiaceae,Mallotus,philippinensis
7445,Mallotus poilanei,Aphrodisiac,nan,Euphorbiaceae,Mallotus,poilanei
7446,Mallotus repandus,Cold,Akar charek puteh,Euphorbiaceae,Mallotus,repandus
7447,Mallotus sp,Splenomegaly,nan,Euphorbiaceae,Mallotus,sp
7448,Malouetia nitida,"Poison(Arrow),Poison",nan,Apocynaceae,Malouetia,nitida
7449,Malouetia tamaquarina,"Narcotic,Fatality",Cuchara Caspi,Apocynaceae,Malouetia,tamaquarina
7450,Malpighia domingense,Leucorrhea,Cerisier Capitaine,Malpighiaceae,Malpighia,domingense
7451,Malpighia domingensis,"Hemorrhage,Menorrhagia","Capitaine,Moureiller Piquant",Malpighiaceae,Malpighia,domingensis
7452,Malpighia glabra,"Astringent,Diarrhea,Dysentery,Fever,Liqueur,Breast,Hepatitis,Tenesmus",nan,Malpighiaceae,Malpighia,glabra
7453,Malpighia polytricha,"Cachexia,Diuretic,Strain,Ache(Back),Enuresis",nan,Malpighiaceae,Malpighia,polytricha
7454,Malpighia punicifolia,"Astringent,Breast,Dysentery,Sore(Throat),Tenesmus","nan,Cerisier De S.D.",Malpighiaceae,Malpighia,punicifolia
7455,Malpighia urens,Astringent,Cerisier Capitaine,Malpighiaceae,Malpighia,urens
7456,Malus sylvestris,"Apertif,Bactericide,Bilious,Cacoethes,Cancer,Carminative,Catarrh,Diabetes,Digestive,Diuretic,Dysentery,Emollient,Fatality,Fever,Flux,Hypnotic,Laxative,Leukemia,Malaria,Pertussis,Refrigerant,Scurvy,Sedative,Spasm,Thirst,Tonic,Vermifuge,Wart,Poison,Cardiac,Cyanogenetic,Depurative,Tumor","nan,Tuffah,Malum,Apple,Pomi,Lin Ch'In,Pomme De France,Sufferjang,Appelboom,Appleseed,Hua Hung,Manzano,Pommier,Saio,Nai,Lai Ch'In,Maschanzkerapfel,Pomme,Manzana,Pomme D'Arbre,Alma",Rosaceae,Malus,sylvestris
7457,Malus sylvestrus,Refrigerant,nan,Rosaceae,Malus,sylvestrus
7458,Malva alcea,Tumor,Sigmarswurz,Malvaceae,Malva,alcea
7459,Malva crispa,"Boil,Bruise,Sore(Throat)",Malva,Malvaceae,Malva,crispa
7460,Malva moschata,Tumor,Malva Almizclada,Malvaceae,Malva,moschata
7461,Malva neglecta,"Enteritis,Expectorant,Gargle,Hoarseness,Intestine,Pectoral,Sedative,Tumor,Lung,Sore(Throat),Catarrh","Guimauve,nan,Khubbaizah,Kass Pappeln,Penjer",Malvaceae,Malva,neglecta
7462,Malva nicaeensis,"Nerves,Cough,Dyspepsia,Ache(Tooth)",nan,Malvaceae,Malva,nicaeensis
7463,Malva nicaensis,Tumor,Malva,Malvaceae,Malva,nicaensis
7464,Malva pareviflora,Antidote(Scorpion),nan,Malvaceae,Malva,pareviflora
7465,Malva parviflora,"Ache(Head),Bladder,Bones,Bruise,Cough,Dyspepsia,Emollient,Fever,Nervine,Pneumonia,Poison,Poultice,Puerperium,Shampoo,Skin,Sudorific,Taenicide,Tonic,Ache(Tooth),Wound,Demulcent,Dysmenorrhea,Nerves,Pectoral,Adenopathy,Glue,Swelling",nan,Malvaceae,Malva,parviflora
7466,Malva rotundifolia,"Abscess,Bronchitis,Demulcent,Emollient,Lubricative,Ophthalmia,Piles,Sore(Throat),Tumor,Bladder,Cough,Emmenagogue,Glycosuria,Stomach","nan,Common Mallow,Hai-Aoi,Mallow,Round,Malva",Malvaceae,Malva,rotundifolia
7467,Malva sp,"Antidote(Vermillion),Demulcent,Diuretic,Lithontriptic,Sore,Spleen,Stomach,Styptic,Thirst,Wound,Intestine","Tung K'Uei Tzu,Tung K'Uei,K'Uei,Chin K'Uei,T'Ien K'Uei",Malvaceae,Malva,sp
7468,Malva sylvestris,"Antiseptic,Cancer(Stomach),Catarrh,Cold,Cough,Demulcent,Dyspepsia,Emollient,Expectorant,Inflammation,Intestine,Laxative,Lung,Pectoral,Pertussis,Refrigerant,Tea,Tumor(Neck),Urogenital,Ache(Tooth),Abscess,Nerves,Tumor","nan,Ebegumeci,Malva,High Mallow",Malvaceae,Malva,sylvestris
7469,Malva sylvestrisvar.mauritiana,Lubricative,Zeni-Aoi,Malvaceae,Malva,sylvestris
7470,Malva verticillata,"Aperient,Diuretic,Dysuria,Edema,Laxative,Pertussis,Scabies,Cancer(Breast),Demulcent,Dysentery,Keratitis,Lactogogue","Huyu-Aoi,nan,K'Uei",Malvaceae,Malva,verticillata
7471,Malvastrum americanum,Poison,nan,Malvaceae,Malvastrum,americanum
7472,Malvastrum coromandelianum,"Diaphoretic,Dysentery,Emollient,Pectoral,Refrigerant,Resolvent,Ringworm,Sore,Wound,Bechic",nan,Malvaceae,Malvastrum,coromandelianum
7473,Malvastrum peruvianum,Purgative,nan,Malvaceae,Malvastrum,peruvianum
7474,Malvastrum spicatum,Emmenagogue,nan,Malvaceae,Malvastrum,spicatum
7475,Malvaviscus arboreus,"Amygdalitis,Aphthae,Cosmetic,Diarrhea,Dysentery,Emollient,Hair-Oil,Hair,Fever,Lung,Pectoral,Lip",nan,Malvaceae,Malvaviscus,arboreus
7476,Malvaviscus candidus,"Cold,Deafness,Sore(Throat),Cough",nan,Malvaceae,Malvaviscus,candidus
7477,Malvaviscus elegans,"Pectoral,Tumor","nan,Malvavisco",Malvaceae,Malvaviscus,elegans
7478,Malvaviscus grandiflorus,"Blood,Fever,Sore(Throat),Throat",nan,Malvaceae,Malvaviscus,grandiflorus
7479,Malvaviscus populifolius,Ache(Stomach),nan,Malvaceae,Malvaviscus,populifolius
7480,Malvaviscus sp,"Digestive,Emollient,Inflammation,Emmenagogue",nan,Malvaceae,Malvaviscus,sp
7481,Malvaviscus speciosus,Tumor,Malvavisco,Malvaceae,Malvaviscus,speciosus
7482,Mammea americana,"Acaricide,Antiseptic,Cough,Discutient,Dyspepsia,Fever,Hypertension,Incense,Insecticide,Liqueur,Parasiticide,Pediculicide,Piscicide,Poison,Skin,Sore,Stomachic,Suppurative,Vulnerary,Wound,Cicatrizant,Repellant(Insect),Tonic","nan,Abricot,Abricotier Des Antilles,Z'Abricot,Mamey,Abricot Des Antilles,Mamma Apple",Clusiaceae,Mammea,americana
7483,Mammea longifolia,"Astringent,Carminative,Dyspepsia,Stimulant,Piles",nan,Clusiaceae,Mammea,longifolia
7484,Mammea siamensis,Cosmetic,"Sa rapi,nan",Clusiaceae,Mammea,siamensis
7485,Mammillaria geminispina,Excrescence,Metzollin,Cactaceae,Mammillaria,geminispina
7486,Mammillaria heyderi,"Ache(Ear),Ache(Head),Longevity,Deafness,Hallucinogen",nan,Cactaceae,Mammillaria,heyderi
7487,Mammillaria magnimamma,Lactogogue,nan,Cactaceae,Mammillaria,magnimamma
7488,Mammillaria microcarpa,Ache(Ear),nan,Cactaceae,Mammillaria,microcarpa
7489,Mammillaria sp,"Ache(Ear),Pulicide,Purgative,Dysentery,Poison,Insecticide,Repellant(Snake)",nan,Cactaceae,Mammillaria,sp
7490,Mandragora autumnalis,"Sedative,Tumor","Mandragora,Mandrake",Solanaceae,Mandragora,autumnalis
7491,Mandragora officinalis,"Cholagogue,Narcotic,Refrigerant,Stimulant,Sedative,Tonic,Poison,Liver","Addusselamotu,Adamotu",Solanaceae,Mandragora,officinalis
7492,Mandragora officinarum,"Anesthetic,Asthma,Cough,Hypnotic,Mydriatic,Narcotic,Poison,Sedative,Tumor,Hayfever","nan,European Mandrake,Mandrake,Pome Di Tchin",Solanaceae,Mandragora,officinarum
7493,Mandragora sp,Sclerosis(Limb),Mandrake,Solanaceae,Mandragora,sp
7494,Mandragora sp?,Poison,Lang Tu,Solanaceae,Mandragora,sp?
7495,Manettia reclinata,Toothblack,nan,Rubiaceae,Manettia,reclinata
7496,Manfreda brachystachya,"Alopecia,Hirudicide,Piscicide,Shampoo,Soap",nan,Agavaceae,Manfreda,brachystachya
7497,Manfreda brunnea,Bite(Snake),nan,Agavaceae,Manfreda,brunnea
7498,Manfreda guttata,Piscicide,nan,Agavaceae,Manfreda,guttata
7499,Manfreda maculata,Bite(Snake),nan,Agavaceae,Manfreda,maculata
7500,Manfreda sp,"Bite(Snake),Hirudicide",nan,Agavaceae,Manfreda,sp
7501,Manfreda variegata,"Bite(Snake),Ache(Head)",nan,Agavaceae,Manfreda,variegata
7502,Manfreda virginica,"Carminative,Spasm,Stomachic,Tonic,Colic,Dyspepsia,Bite(Snake)",nan,Agavaceae,Manfreda,virginica
7503,Mangifera foetida,Sore,Limus,Anacardiaceae,Mangifera,foetida
